Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
2019,182.5,181.6,180.6,179.6,177.9,176.1,175.1,172.7,169.9,167.1,165.3,163.6,2092.0
2020,160.4,159.0,158.6,154.3,148.0,145.3,146.0,146.6,147.3,146.2,145.0,148.4,1805.1
2021,145.8,146.0,146.4,146.6,146.9,147.7,147.1,145.9,146.0,145.8,145.5,145.5,1755.2
2022,143.4,145.7,145.8,146.0,146.8,147.2,147.3,147.8,148.7,149.3,149.9,150.3,1768.2
