Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
2019,50.8,50.6,50.5,51.0,51.7,51.9,52.0,51.8,51.8,51.7,51.9,52.0,617.7
2020,52.1,51.7,52.0,51.6,51.5,51.1,50.9,50.6,50.5,50.4,50.6,50.0,613.0
2021,49.4,49.0,49.5,49.7,49.9,50.1,50.1,50.4,50.7,50.9,51.1,51.4,602.2
2022,50.8,50.9,50.4,51.0,51.2,51.5,52.0,50.2,50.1,50.4,50.8,51.0,610.3
