Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
2019,65.7,66.0,65.7,65.9,66.4,66.2,66.5,66.5,66.7,67.4,67.7,67.3,798.0
2020,67.8,67.4,66.9,61.7,59.2,57.8,56.8,56.7,57.1,57.0,57.0,56.6,722.0
2021,55.8,56.4,57.8,57.9,57.3,57.1,57.9,57.4,57.5,57.2,58.7,59.8,690.8
2022,60.0,61.6,62.4,62.7,63.5,64.9,68.4,66.0,66.5,66.1,65.5,66.5,774.1
