Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
2019,494.4,496.7,499.4,502.6,501.5,503.9,484.1,482.8,488.7,489.3,491.7,492.6,5927.7
2020,493.5,491.7,485.5,307.4,303.9,306.7,319.4,327.2,332.8,362.1,362.9,352.0,4445.1
2021,345.5,355.5,368.6,372.5,377.6,380.9,387.6,383.9,378.9,390.6,393.2,394.7,4529.5
2022,394.1,402.3,402.7,406.4,409.6,410.8,416.4,415.1,415.5,416.6,418.7,422.6,4930.8
