Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
2019,1173.5,1178.6,1177.2,1197.7,1210.9,1224.9,1240.6,1250.0,1258.6,1262.6,1272.5,1283.8,14730.9
2020,1302.5,1321.7,1342.3,1263.3,1297.8,1379.6,1387.4,1444.0,1471.1,1507.2,1564.6,1568.3,16849.8
2021,1582.4,1599.7,1613.3,1629.2,1644.0,1672.9,1700.5,1729.8,1758.9,1796.2,1831.4,1853.0,20411.3
2022,1874.2,1920.6,1937.3,1941.4,1942.2,1940.6,1927.2,1909.7,1894.7,1885.5,1876.8,1866.3,22916.5
