Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
2019,1105.8,1091.1,1085.8,1090.9,1088.0,1088.0,1087.1,1081.0,1074.5,1088.1,1080.4,1078.2,13038.9
2020,1071.4,1071.2,1067.5,960.4,923.6,963.4,986.3,1001.9,1014.2,1015.8,1013.8,1022.5,12112.0
2021,1036.5,1046.7,1059.2,1075.1,1076.9,1073.1,1076.4,1074.5,1084.9,1097.2,1099.4,1101.0,12900.9
2022,1111.6,1109.3,1102.4,1093.7,1089.3,1091.2,1093.7,1104.4,1106.5,1108.3,1108.3,1108.4,13227.1
