Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
2019,1293.7,1298.3,1302.6,1302.6,1304.0,1301.6,1302.1,1306.6,1308.3,1307.9,1297.8,1298.1,15623.6
2020,1297.5,1292.8,1326.2,1283.1,1332.7,1376.1,1388.2,1408.2,1420.4,1418.8,1417.9,1451.5,16413.4
2021,1417.1,1407.0,1413.0,1406.0,1410.7,1447.9,1416.8,1411.6,1427.7,1407.1,1405.2,1408.0,16978.1
2022,1414.6,1422.7,1432.3,1382.1,1401.3,1434.4,1432.5,1431.7,1429.4,1430.4,1437.3,1434.0,17082.7
