Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
2019,88.2,85.3,85.5,86.5,86.8,85.1,85.7,87.5,87.5,85.9,86.8,86.9,1037.7
2020,90.0,86.0,82.2,41.2,46.7,51.5,53.9,54.6,55.7,57.1,58.1,59.0,736.0
2021,60.3,62.1,64.5,66.6,66.3,67.7,68.8,70.9,72.8,76.5,76.7,74.4,827.6
2022,74.1,75.8,76.5,76.0,77.1,77.4,76.7,76.1,74.4,74.2,73.0,72.9,904.2
