Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
2019,2025.9,2026.1,2028.6,2035.2,2034.0,2030.8,2031.4,2036.5,2039.4,2038.4,2044.6,2044.9,24415.8
2020,2051.6,2049.7,2031.6,1666.8,1750.1,1846.3,1871.1,1895.1,1908.4,1920.3,1925.6,1938.6,22855.2
2021,1929.6,1934.8,1941.4,1949.1,1952.4,1958.0,1961.4,1963.6,1970.4,1972.5,1974.7,1979.3,23487.2
2022,1984.0,1992.7,2003.1,2006.3,2005.8,2010.6,2011.7,2014.3,2014.7,2015.5,2025.6,2028.1,24112.4
