Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
2019,3132.2,3131.3,3132.3,3134.7,3134.8,3134.0,3135.7,3131.3,3139.6,3146.1,3141.1,3133.1,37626.2
2020,3129.0,3123.3,3116.5,3084.1,3148.8,3187.9,3171.0,3182.0,3190.6,3198.1,3202.6,3206.5,37940.4
2021,3208.2,3213.5,3219.4,3169.8,3167.6,3167.3,3159.9,3152.1,3139.3,3153.8,3163.3,3156.3,38070.5
2022,3149.5,3164.5,3181.4,3177.4,3174.6,3181.9,3193.8,3211.7,3210.4,3210.4,3216.3,3223.5,38295.4
