Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
2019,3118.3,3101.6,3094.9,3088.3,3088.4,3082.7,3087.0,3073.9,3085.1,3079.4,3083.6,3080.7,37063.9
2020,3072.0,3071.7,3068.9,2913.6,3000.3,3145.2,3133.5,3253.1,3158.4,3179.7,3205.3,3104.2,37305.9
2021,3167.9,3176.2,3145.4,3127.8,3105.8,3112.0,3101.7,3085.1,3116.1,3137.3,3142.4,3152.8,37570.5
2022,3145.9,3254.5,3216.9,3219.4,3153.3,3147.0,3151.7,3151.8,3146.9,3134.2,3096.8,3091.3,37909.7
