Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
2019,1012.3,1014.3,1012.1,1012.1,1014.0,1016.6,1020.2,1022.2,1023.6,1028.4,1027.7,1029.9,12233.4
2020,1032.4,1029.4,1022.1,974.9,969.0,978.0,984.4,990.7,997.7,999.5,1002.3,1003.5,11983.9
2021,1001.2,1001.5,1003.9,992.9,998.5,1003.9,1010.4,1012.9,1009.0,1011.2,1014.7,1015.6,12075.7
2022,1017.5,1024.8,1024.5,1029.6,1032.0,1032.8,1034.6,1037.8,1038.0,1043.8,1044.1,1047.2,12406.7
