Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
2019,1737.9,1734.9,1736.7,1736.1,1740.2,1742.7,1747.0,1752.8,1755.3,1761.8,1767.2,1776.4,20989.0
2020,1784.7,1791.6,1738.5,812.6,819.7,1034.9,1143.3,1161.2,1309.7,1330.2,1353.6,1285.3,15565.3
2021,1280.3,1316.5,1348.7,1408.7,1438.9,1451.4,1487.1,1509.5,1530.8,1544.7,1564.6,1573.3,17454.5
2022,1583.4,1597.5,1608.6,1618.3,1625.4,1622.8,1644.8,1660.5,1674.8,1691.9,1704.9,1733.8,19766.7
