Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
2019,170.7,170.0,171.5,172.2,172.6,173.3,172.5,172.9,171.5,172.8,173.3,174.4,2067.7
2020,174.1,173.2,171.8,125.1,122.7,122.4,121.3,124.8,128.4,131.1,130.9,131.0,1656.8
2021,130.4,131.3,131.9,133.8,135.7,138.2,140.9,142.5,143.5,145.7,146.2,149.6,1669.7
2022,151.0,153.0,154.0,154.6,156.3,157.5,160.1,162.8,162.6,162.7,164.7,164.9,1904.2
