Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
2019,511.3,515.6,522.3,520.5,522.1,524.8,519.7,520.1,525.5,512.6,518.1,517.8,6230.4
2020,517.3,525.6,502.0,268.5,252.2,262.7,264.2,270.1,271.6,293.4,303.6,310.2,4041.4
2021,325.5,326.6,334.5,332.2,345.0,362.8,381.9,407.4,426.8,441.3,458.2,475.8,4618.0
2022,465.9,478.6,489.0,501.6,512.6,514.9,525.1,516.6,527.5,517.0,508.9,518.6,6076.3
