Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
2019,12002.9,11999.4,12000.4,12026.1,12003.3,11999.0,12006.0,12074.7,12138.9,12182.1,12206.8,12217.9,144857.5
2020,12218.3,12290.9,11695.2,6312.2,7685.1,9109.9,9630.8,9752.5,10023.5,10230.3,10121.5,9738.0,118808.2
2021,9743.7,10031.7,10132.7,10288.1,10438.0,10659.3,10946.1,10981.5,11043.0,11205.8,11279.1,11371.1,128120.1
2022,11437.5,11501.4,11542.6,11582.0,11608.0,11693.1,11793.0,11840.4,11890.0,11958.9,11991.6,11983.2,140821.7
