Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
2019,7591.0,7608.8,7634.2,7654.4,7674.2,7694.1,7715.6,7735.4,7758.1,7769.6,7800.5,7823.2,92459.1
2020,7848.0,7868.5,7788.4,6527.9,6936.2,7313.6,7444.6,7534.9,7604.7,7660.5,7698.9,7729.2,89955.4
2021,7722.2,7753.8,7793.4,7822.5,7846.5,7849.5,7870.2,7873.6,7901.4,7931.6,7951.5,7960.6,94276.8
2022,7974.7,8020.2,8037.7,8063.3,8076.6,8103.0,8150.9,8166.8,8185.7,8228.9,8259.4,8289.7,97556.9
