Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
2019,3361.5,3363.6,3371.9,3373.4,3374.7,3374.0,3379.4,3378.2,3378.9,3381.5,3380.6,3374.6,40492.3
2020,3376.6,3377.1,3369.2,3239.9,3198.1,3179.3,3160.4,3144.6,3143.7,3137.7,3127.8,3115.3,38569.7
2021,3085.8,3078.1,3072.0,3051.6,3041.6,3029.2,3019.3,3010.4,2973.2,2972.2,2970.2,2972.5,36276.1
2022,2960.5,2968.7,2969.0,2974.4,2988.8,2998.0,3012.6,3025.7,3039.2,3053.0,3061.2,3069.4,36120.5
