Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
2019,729.3,725.1,722.9,716.2,718.6,716.0,708.4,711.0,708.1,710.5,709.5,708.7,8584.3
2020,706.3,703.8,700.9,695.8,692.2,686.9,683.8,680.4,680.2,675.2,673.4,673.3,8252.2
2021,678.3,678.5,672.1,669.9,666.5,665.6,664.4,663.9,659.6,661.7,659.7,658.0,7998.2
2022,657.9,654.5,658.7,664.1,665.7,666.0,670.7,668.5,667.0,665.8,664.2,661.5,7964.6
