Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
2019,160.9,162.4,162.1,164.6,165.9,166.6,167.4,168.5,169.3,170.0,171.2,171.7,2000.6
2020,172.5,173.9,174.4,174.1,172.2,172.8,173.1,173.1,174.7,174.7,175.2,175.7,2086.4
2021,177.3,178.3,178.8,180.2,182.2,180.3,180.4,181.7,180.4,176.7,177.9,177.5,2151.7
2022,177.7,176.6,178.2,179.5,181.3,184.8,187.5,189.0,190.0,192.2,190.7,191.3,2218.8
