Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
2019,330.9,333.9,336.1,336.9,338.0,340.4,345.1,347.9,349.1,351.0,353.0,355.8,4118.1
2020,361.8,362.1,362.6,360.0,357.7,363.8,362.1,357.3,358.5,363.7,366.4,368.2,4344.2
2021,367.6,372.1,375.1,387.1,388.0,402.0,402.8,413.0,420.1,425.6,430.8,433.8,4818.0
2022,441.9,445.8,448.9,456.1,461.7,466.0,469.0,473.6,478.4,479.6,481.3,486.0,5588.3
