Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
2019,376.5,376.5,375.5,377.3,378.3,378.9,379.4,378.7,379.3,380.7,380.8,380.4,4542.3
2020,379.9,380.1,378.6,365.0,354.9,357.8,358.5,360.7,362.8,363.8,364.2,363.3,4389.6
2021,366.4,367.1,360.2,358.6,360.0,356.6,358.8,360.0,358.0,354.3,356.3,354.1,4310.4
2022,353.1,353.5,354.7,355.4,354.7,356.3,355.5,357.1,355.6,354.6,354.4,355.6,4260.5
