Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
2019,17324.6,17334.1,17356.5,17359.1,17384.9,17419.2,17430.6,17466.1,17474.1,17497.8,17558.3,17571.2,209176.5
2020,17658.2,17677.0,17491.9,14933.5,15109.3,15611.8,15668.4,15750.5,15905.1,16122.9,16185.8,16104.7,194219.1
2021,16019.0,16225.0,16350.9,16508.9,16618.3,16675.2,16864.6,16954.9,16959.8,17212.4,17275.9,17340.8,201005.7
2022,17382.0,17508.7,17568.3,17627.6,17645.2,17675.0,17731.7,17761.8,17783.9,17778.1,17788.4,17794.0,212044.7
