Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
2019,47.0,46.2,46.0,46.2,46.2,46.2,46.2,46.2,45.9,46.5,48.1,48.3,559.0
2020,46.9,46.7,46.3,40.9,38.2,39.4,42.0,42.0,42.6,44.1,44.4,45.0,518.5
2021,44.4,45.0,45.0,45.4,45.9,46.1,46.0,45.9,45.9,47.9,48.6,48.8,554.9
2022,48.5,48.2,48.0,47.9,47.6,47.6,47.6,47.6,48.2,49.0,49.5,49.6,579.3
