Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
2019,4438.6,4441.0,4445.2,4444.0,4444.9,4442.5,4439.2,4447.7,4449.4,4424.9,4449.0,4459.3,53325.7
2020,4447.3,4448.5,4417.0,3390.4,3523.1,3859.3,3962.8,4039.5,4083.0,4114.8,4117.0,4049.2,48451.9
2021,4082.4,4136.3,4157.1,4138.6,4153.0,4175.0,4197.7,4219.2,4228.8,4281.8,4298.6,4309.6,50378.1
2022,4305.3,4324.9,4344.3,4365.8,4364.0,4369.5,4385.5,4391.7,4394.4,4396.8,4406.7,4413.1,52462.0
