Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
2019,7425,7395,7425,7468,7478,7502,7526,7530,7547,7553,7541,7527,89917
2020,7580,7615,7546,6528,7010,7156,7192,7224,7251,7300,7318,7354,87074
2021,7363,7298,7406,7407,7395,7387,7413,7429,7475,7513,7561,7594,89241
2022,7587,7672,7704,7704,7743,7757,7786,7798,7826,7839,7860,7884,93160
