Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
2019,9404.5,9427.6,9459.5,9476.1,9504.7,9536.6,9559.5,9577.5,9588.4,9601.6,9627.8,9637.2,114401.0
2020,9668.5,9705.3,9681.0,9162.0,9206.2,9283.7,9299.9,9350.3,9399.8,9447.6,9473.6,9533.5,113211.4
2021,9612.8,9656.4,9706.3,9757.6,9807.9,9844.0,9917.8,9979.8,10040.5,10108.6,10177.2,10223.6,118832.5
2022,10265.6,10312.8,10373.1,10405.5,10449.0,10498.3,10541.6,10568.4,10590.0,10633.5,10656.5,10676.8,125971.1
