Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
2019,9296.0,9294.9,9288.4,9327.9,9341.3,9350.0,9345.0,9356.3,9352.8,9346.1,9328.1,9297.1,111923.9
2020,9277.1,9247.9,9197.4,7631.6,7774.7,8062.8,8231.3,8358.9,8445.4,8582.7,8688.3,8775.8,102273.9
2021,8862.0,8883.8,8968.9,8893.5,8907.1,8972.8,9045.0,9073.9,9102.7,9286.1,9349.5,9418.0,108763.3
2022,9452.4,9514.9,9595.2,9541.7,9518.2,9525.3,9556.9,9554.5,9569.2,9564.8,9537.5,9513.3,114443.9
