Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
2019,2460.6,2468.4,2472.2,2473.5,2479.0,2480.4,2484.0,2484.9,2484.8,2487.4,2487.0,2487.0,29749.2
2020,2488.8,2483.4,2479.0,2386.2,2379.8,2382.0,2378.8,2380.1,2392.1,2393.9,2396.9,2407.1,28948.1
2021,2395.9,2396.3,2400.0,2405.6,2405.7,2404.2,2413.4,2421.8,2425.6,2434.8,2444.6,2448.2,28996.1
2022,2458.1,2474.9,2481.5,2477.7,2486.8,2498.3,2515.6,2514.2,2519.1,2527.2,2532.2,2542.8,30028.4
