Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
2019,27635,27591,27592,27628,27638,27646,27662,27652,27676,27689,27687,27753,331849
2020,27775,27729,27647,24553,24980,25967,26233,26624,26767,26958,27134,27130,319497
2021,27213,27294,27422,27388,27453,27599,27650,27713,27845,27976,28125,28192,331870
2022,28283,28554,28600,28606,28602,28686,28728,28758,28730,28739,28714,28706,343706
