Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
2019,152.4,152.6,152.4,152.9,152.6,153.1,152.9,153.0,153.0,152.8,153.6,153.7,1835.0
2020,153.2,152.7,153.6,150.1,149.7,149.5,148.8,147.9,148.2,149.4,149.4,150.2,1802.7
2021,148.8,149.1,149.3,149.7,149.5,149.3,149.3,148.9,147.7,148.6,148.7,149.2,1788.1
2022,148.3,149.0,149.8,149.2,150.0,150.8,151.0,151.4,151.4,151.2,151.3,151.4,1804.8
