Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
2019,9758.2,9764.0,9779.4,9791.2,9791.4,9799.2,9785.2,9785.9,9804.6,9793.9,9810.4,9809.0,117472.4
2020,9826.3,9835.9,9723.6,7853.1,8017.6,8257.7,8361.6,8576.4,8778.8,8840.2,8853.8,8822.2,105747.2
2021,8821.3,8850.4,8914.5,8949.6,8980.1,9007.7,9051.0,9086.6,9151.1,9268.7,9311.1,9362.6,108754.7
2022,9348.0,9412.9,9442.5,9438.8,9475.5,9503.2,9560.1,9588.4,9590.4,9592.5,9606.7,9614.5,114173.5
