Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
2019,313.1,315.7,316.4,317.9,319.1,318.4,321.0,322.9,321.5,327.4,329.1,331.5,3854.0
2020,328.5,331.6,327.8,269.0,286.8,303.5,309.5,314.4,315.3,325.8,328.2,331.2,3771.6
2021,326.1,331.3,332.4,336.9,337.4,334.9,337.3,339.4,335.2,344.4,346.7,348.2,4050.2
2022,341.5,344.9,345.7,347.5,349.0,345.7,347.7,347.2,345.9,351.4,351.4,353.2,4171.1
