Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
2019,4603.1,4609.2,4613.3,4615.4,4623.4,4629.1,4633.4,4642.3,4649.5,4649.0,4655.0,4664.6,55587.3
2020,4672.8,4673.0,4652.1,4067.2,4198.4,4310.7,4339.5,4386.9,4404.8,4437.0,4459.7,4486.4,53088.5
2021,4492.2,4504.2,4525.3,4530.7,4557.0,4581.0,4633.3,4631.5,4639.0,4680.2,4695.1,4710.7,55180.2
2022,4718.4,4744.1,4757.4,4792.0,4801.3,4809.1,4842.2,4840.8,4857.5,4850.6,4858.6,4865.8,57737.8
