Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
2019,410.4,414.0,415.4,412.5,417.5,419.2,420.6,426.4,426.9,428.0,430.5,424.3,5045.7
2020,410.5,410.9,397.7,335.3,343.2,350.2,359.0,365.6,369.6,382.1,389.6,388.0,4501.7
2021,383.1,392.3,391.8,393.1,394.9,389.4,396.8,400.2,403.3,421.7,424.6,421.3,4812.5
2022,405.4,414.7,410.6,418.1,421.6,415.2,420.3,422.4,429.8,433.3,429.7,423.3,5044.4
