Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
2019,129062,129112,129304,129574,129610,129786,129855,130078,130268,130414,130601,130771,1558435
2020,130991,131230,129955,111856,113784,117939,119460,120942,121907,122513,122734,122412,1465723
2021,122816,123389,124042,124399,124830,125591,126433,126831,127226,127986,128529,129014,1511086
2022,129250,129973,130359,130573,130799,131166,131786,131990,132196,132510,132735,132843,1576180
