Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
2019,22508,22525,22569,22619,22562,22604,22572,22625,22653,22670,22709,22726,271342
2020,22787,22867,22832,21915,21395,21428,21537,21987,21935,21764,21683,21676,263806
2021,21788,21777,21861,21913,21917,22018,22077,22091,22075,22036,22041,22068,263662
2022,22056,22053,22052,22085,22113,22115,22265,22264,22271,22301,22364,22367,266306
