Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total
2019,113.3,113.8,114.3,114.5,114.6,115.1,115.9,116.1,116.3,117.1,117.6,117.4,1386.0
2020,117.8,118.3,118.1,113.4,110.8,110.0,109.8,109.7,110.5,110.6,111.1,111.2,1351.3
2021,108.4,109.3,109.8,109.6,109.5,109.4,109.4,108.9,108.1,108.7,108.8,108.6,1308.5
2022,106.8,107.5,107.1,108.9,109.2,108.9,108.9,109.8,111.1,112.5,113.2,113.1,1317.0
